"drange","dlat","dlon_neg","dlon","D_to_Earl_Ross_Home","D_to_Ross_Cabin","minDist","District","LLNR","XREF","Aid_x0020_Name","Aid_x0020_Type","Position_x0020__x0028_Latitude_x0029_","Position_x0020__x0028_Longitude_x0029_","Characteristic","Both_x002F_Night_x002F_Day","Height","Range","Location","Structure","Remarks","RACN_x0020_Morse_x0020_Char"
"0","47.5833333333333","-122.371666666667","122.371666666667","12.1037561961403","0.556531886030112","0.556531886030112","13","16900","","Alaska Hydro-Train Light A","PA","47-35-00.000N","122-22-18.000W","Fl Y 4s","Night","14","","","On dolphin.","Private Aid",""
"0","47.585","-122.37","122.37","12.1052344686111","0.558846345560217","0.558846345560217","13","16905","","Alaska Hydro-Train Light B","PA","47-35-06.000N","122-22-12.000W","Fl R 4s","Night","8","","","On dolphin.","Private Aid",""
"0","47.6283333333333","-122.396666666667","122.396666666667","12.1511962476515","0.563372854778738","0.563372854778738","13","16838.1","","Elliott Bay Marina Breakwater Light B","PA","47-37-42.000N","122-23-48.000W","Fl Y 10s","Night","","","","","Private Aid",""
"0","47.6283333333333","-122.396666666667","122.396666666667","12.1511962476515","0.563372854778738","0.563372854778738","13","16837","","Elliott Bay Marina West Entrance Light 1","PA","47-37-42.000N","122-23-48.000W","Fl G 10s","Night","","","","","Private Aid",""
"0","47.6283333333333","-122.396666666667","122.396666666667","12.1511962476515","0.563372854778738","0.563372854778738","13","16837.1","","Elliott Bay Marina West Entrance Light 2","PA","47-37-42.000N","122-23-48.000W","Fl R 10s","Night","","","","","Private Aid",""
"0","47.7444444444444","-122.525833333333","122.525833333333","12.2812378574584","0.563717217750152","0.563717217750152","13","17928","","Port of Indianola Pier Light B","PA","47-44-40.000N","122-31-33.000W","Fl Y 6s","Night","","","","On end of pier.","Private Aid",""
"0","47.7444444444444","-122.525555555556","122.525555555556","12.2812049872333","0.563868458563949","0.563868458563949","13","17927","","Port of Indianola Pier Light A","PA","47-44-40.000N","122-31-32.000W","Fl Y 6s","Night","","","","On end of pier.","Private Aid",""
"0","47.63","-122.396666666667","122.396666666667","12.1528529888182","0.564429841276816","0.564429841276816","13","16838","","Elliott Bay Marina Breakwater Light A","PA","47-37-48.000N","122-23-48.000W","Fl Y 10s","Night","","","","","Private Aid",""
"0","47.5402777777778","-122.335","122.335","12.0570555526624","0.565582687830139","0.565582687830139","13","16885","","Georgetown Reach Range Rear Light","PA","47-32-25.000N","122-20-06.000W","Iso R 6s","Night","","","","KRB on pile.","Visible 4 deg each side of rangeline.::Private Aid",""
"0","47.5425","-122.334722222222","122.334722222222","12.0592364799992","0.566885913072318","0.566885913072318","13","16880","","Georgetown Reach Range Front Light","PA","47-32-33.000N","122-20-05.000W","Q R","Night","","","","KRB on pile.","Visible 4 deg each side of rangeline.::Private Aid",""
"0","47.6266666666667","-122.388333333333","122.388333333333","12.1486340385359","0.568804424650118","0.568804424650118","13","16838.2","","Elliott Bay Marina Breakwater Light C","PA","47-37-36.000N","122-23-18.000W","Fl Y 10s","Night","","","","","Private Aid",""
"0","47.6283333333333","-122.388333333333","122.388333333333","12.1502909004519","0.569846461924804","0.569846461924804","13","16838.3","","Elliott Bay Marina Breakwater Light D","PA","47-37-42.000N","122-23-18.000W","Fl Y 10s","Night","","","","","Private Aid",""
"0","47.6283333333333","-122.388333333333","122.388333333333","12.1502909004519","0.569846461924804","0.569846461924804","13","16839.1","","Elliott Bay Marina East Entrance Light 2","PA","47-37-42.000N","122-23-18.000W","Fl R 10s","Night","","","","","Private Aid",""
"0","47.6266666666667","-122.386666666667","122.386666666667","12.1484536222629","0.570107308759983","0.570107308759983","13","16839","","Elliott Bay Marina East Entrance Light 1","PA","47-37-36.000N","122-23-12.000W","Fl G 10s","Night","","","","","Private Aid",""
"0","47.6270636111111","-122.385154444444","122.385154444444","12.1486847403079","0.571537925348409","0.571537925348409","13","16840","","Smith Cove Lighted Buoy 1","PA","47-37-37.429N","122-23-06.556W","Fl G 4s","Both","","","","Green","Private Aid",""
"0","47.6284688888889","-122.384591388889","122.384591388889","12.150020969626","0.572853418302471","0.572853418302471","13","16845","","Smith Cove Lighted Buoy 3","PA","47-37-42.488N","122-23-04.529W","Fl G 4s","Both","","","","Green","Private Aid",""
"0","47.5883333333333","-122.351916666667","122.351916666667","12.1066241048694","0.575734280869416","0.575734280869416","13","16895","","Pier 15 1/2 Barge Slip Light 2","PA","47-35-18.000N","122-21-06.900W","Fl R 4s","Night","","","","On multi-pile dolphin.","Private Aid",""
"0","47.5883333333333","-122.351111111111","122.351111111111","12.1065389958924","0.576407098867647","0.576407098867647","13","16890","","Pier 15 1/2 Barge Slip Light A","PA","47-35-18.000N","122-21-04.000W","Fl Y 4s","Night","","","","On multi-pile dolphin.","Private Aid",""
"0","47.5911111111111","-122.346666666667","122.346666666667","12.10883273309","0.581646792652373","0.581646792652373","13","16860","","East Waterway Pier Light","PA","47-35-28.000N","122-20-48.000W","Fl R 4s","Night","12","","","","Private Aid",""
"0","47.6224180555556","-122.367836944444","122.367836944444","12.1422066388093","0.582385871856466","0.582385871856466","13","16851","","Elliot Bay Fish Pen Light A","PA","47-37-20.705N","122-22-04.213W","Fl Y 6s","Night","","","","Floating fish pen.","Private Aid",""
"0","47.6221358333333","-122.36744","122.36744","12.1418836840379","0.582532841356065","0.582532841356065","13","16852","","Elliot Bay Fish Pen Light B","PA","47-37-19.689N","122-22-02.784W","Fl Y 6s","Night","","","","Floating fish pen.","Private Aid",""
"0","47.6665744444444","-122.4029825","122.4029825","12.1898980758549","0.58367103349432","0.58367103349432","13","18115","","Shilshole Bay Entrance Leading Light","FD","47-39-59.668N","122-24-10.737W","Oc R 4s","Night","22","","","NR on multi-pile structure.","Visible 1.5?? each side of channel centerline.",""
"0","47.6686111111111","-122.404166666667","122.404166666667","12.1920518657378","0.584182240650704","0.584182240650704","13","18165","","Lower Guide Wall Light","PA","47-40-07.000N","122-24-15.000W","F Y","Night","8","","","On pile structure.","Maintained by U.S. Army Corps of Engineers.::Private Aid",""
"0","47.6675","-122.4025","122.4025","12.1907654488982","0.58465275843529","0.58465275843529","13","18170","","Lake Washington Ship Canal Signal Lights (3)","PA","47-40-03.000N","122-24-09.000W","F W","Night","","","","","If neither light is shown, vessels bound for large lock must stop at Stop sign (below small lock) until directed to proceed.  Red light must not be passed by vessels bound for large lock; green light indicates that they may proceed.  Vessels bound for sma",""
"0","47.6208230555556","-122.363687777778","122.363687777778","12.1401787247524","0.584748700942695","0.584748700942695","13","16852.5","","Shipmates Light","PA","47-37-14.963N","122-21-49.276W","Fl W 2.5s","Night","","","","In Myrtle Edwards Park.","Private Aid",""
"0","47.6647222222222","-122.391111111111","122.391111111111","12.1867666463851","0.591231454214142","0.591231454214142","13","18175","","Upper Guide Wall Light","PA","47-39-53.000N","122-23-28.000W","F Y","Night","14","","","On pile structure.","Maintained by U.S. Army Corps of Engineers.::Private Aid",""
"0","47.6870555555556","-122.410527777778","122.410527777778","12.2110815341807","0.592322107540982","0.592322107540982","13","16780","","ACOE Shilshole Bay North Lighted Mooring Buoy","PA","47-41-13.400N","122-24-37.900W","Fl W 4s","Night","","","","White can with blue band.","Maintained by U.S. Army Corps of Engineers.::Private Aid",""
"0","47.5992858333333","-122.339150277778","122.339150277778","12.1161739641811","0.592424583202224","0.592424583202224","13","16858","","Pier 46 Overhead Conveyor Light","PA","47-35-57.429N","122-20-20.941W","Fl Y 2s","Night","","","","On overhead conveyor.","Private Aid",""
"0","47.6021027777778","-122.340885","122.340885","12.1191569181689","0.592547110891095","0.592547110891095","13","16856","","Colman Ferry Terminal South Dolphin Lights (2)","PA","47-36-07.570N","122-20-27.186W","Fl Y 10s","Night","","","","On floating dolphin.","Private Aid",""
"0","47.6026969444444","-122.340918888889","122.340918888889","12.1197513683855","0.592850667663754","0.592850667663754","13","16855","","Colman Ferry Terminal North Dolphin Lights (2)","PA","47-36-09.709N","122-20-27.308W","Fl Y 10s","Night","","","","On floating dolphin.","HORN: 2 blasts ev 15s (1s bl-1s si-3s bl-10s si). Fog light 36 feet above water, F W exhibited when sound signal is in operation on building.::Private Aid",""
"0","47.6061366666667","-122.342870277778","122.342870277778","12.1233765408709","0.593166532246845","0.593166532246845","13","16853","","Pier 57 Ferris Wheel Warning Lighted Buoy A","PA","47-36-22.092N","122-20-34.333W","Fl W 4s","Night","","","","White with orange markings.","Private Aid",""
"0","47.6059633333333","-122.342748888889","122.342748888889","12.1231914416098","0.593169030110981","0.593169030110981","13","16854","","Pier 57 Ferris Wheel Warning Lighted Buoy B","PA","47-36-21.468N","122-20-33.896W","Fl W 4s","Night","","","","White with orange markings.","Private Aid",""
"0","47.6871858333333","-122.404455833333","122.404455833333","12.2105471551774","0.596755366204647","0.596755366204647","13","16775","","Golden Gardens Boat Ramp Pier Light","PA","47-41-13.869N","122-24-16.041W","F Y","Night","","","","On pier.","Private Aid",""
"0","47.6397222222222","-122.3375","122.3375","12.1562176360033","0.617040422407055","0.617040422407055","13","18185","","Lake Union Test Area Lighted Buoy A","PA","47-38-23.000N","122-20-15.000W","Fl Y 2.5s","Night","","","","Yellow.","Marks rectangular test area.   ::Private Aid",""
"0","47.6405555555556","-122.3375","122.3375","12.1570464447726","0.617538019908434","0.617538019908434","13","18200","","Lake Union Test Area Lighted Buoy D","PA","47-38-26.000N","122-20-15.000W","Fl Y 2.5s","Night","","","","Yellow.","Marks rectangular test area.   ::Private Aid",""
"0","47.6397222222222","-122.332222222222","122.332222222222","12.1556695199508","0.621283701111652","0.621283701111652","13","18190","","Lake Union Test Area Lighted Buoy B","PA","47-38-23.000N","122-19-56.000W","Fl Y 2.5s","Night","","","","Yellow.","Marks rectangular test area.   ::Private Aid",""
"0","47.6386638888889","-122.331023333333","122.331023333333","12.1544926825432","0.621624184855919","0.621624184855919","13","18220","","Flo Villa Lights (2)","PA","47-38-19.190N","122-19-51.684W","F Y","Night","10","","","Dolphin.","Private Aid",""
"0","47.6405555555556","-122.332222222222","122.332222222222","12.1564983660897","0.621777902803843","0.621777902803843","13","18195","","Lake Union Test Area Lighted Buoy C","PA","47-38-26.000N","122-19-56.000W","Fl Y 2.5s","Night","","","","Yellow.","Marks rectangular test area.   ::Private Aid",""
"0","47.7939941666667","-122.493985","122.493985","12.3267273247455","0.622619116897878","0.622619116897878","13","16726","","Kingston Ferry Terminal Dolphin Light A","PA","47-47-38.379N","122-29-38.346W","Fl Y 10s","Night","","","","On steel dolphin.","SIREN: 1 bl ev 12s (5s bl).::Private Aid",""
"0","47.7944258333333","-122.493550833333","122.493550833333","12.3271060510673","0.623217515001023","0.623217515001023","13","16727","","Kingston Ferry Terminal Dolphin Light B","PA","47-47-39.933N","122-29-36.783W","Fl Y 10s","Night","","","","On steel dolphin.","Private Aid",""
"0","47.7947802777778","-122.493278888889","122.493278888889","12.3274267851113","0.623662868265711","0.623662868265711","13","16728","","Kingston Ferry Terminal Dolphin Light C","PA","47-47-41.209N","122-29-35.804W","Fl Y 10s","Night","","","","On steel dolphin.","Private Aid",""
"0","47.6462113888889","-122.328138611111","122.328138611111","12.1617014432411","0.628424811614882","0.628424811614882","13","18221","","Wards Cove Marina Light A","PA","47-38-46.361N","122-19-41.299W","Fl Y 4s","Both","","","","On float dock.","Private Aid",""
"0","47.6468925","-122.327666666667","122.327666666667","12.1623301969338","0.629209839763362","0.629209839763362","13","18221.1","","Wards Cove Marina Light B","PA","47-38-48.813N","122-19-39.600W","Fl Y 4s","Both","","","","On float dock.","Private Aid",""
"0","47.6469719444444","-122.327140555556","122.327140555556","12.1623549301349","0.629679529892954","0.629679529892954","13","18222","","Wards Cove Float House Light A","PA","47-38-49.099N","122-19-37.706W","Fl Y 4s","Both","","","","On float house.","Private Aid",""
"0","47.6472827777778","-122.326937777778","122.326937777778","12.1626431878461","0.630027662205568","0.630027662205568","13","18222.1","","Wards Cove Float House Light B","PA","47-38-50.218N","122-19-36.976W","Fl Y 4s","Both","","","","On float house.","Private Aid",""
"0","47.6473241666667","-122.32651","122.32651","12.1626402404717","0.63039576212225","0.63039576212225","13","18223","","Wards Cove Float House Light C","PA","47-38-50.367N","122-19-35.436W","Fl Y 4s","Both","","","","On float house.","Private Aid",""
"0","47.6479183333333","-122.326518055556","122.326518055556","12.1632320709433","0.630743661288273","0.630743661288273","13","18224","","Net Anchor Piling Light","PA","47-38-52.506N","122-19-35.465W","Fl Y 4s","Both","","","","On piling.","Private Aid",""
"0","47.6014608333333","-122.283507777778","122.283507777778","12.1126471559337","0.640635402207125","0.640635402207125","13","18385","","South Leschi Breakwater Lights (5)","PA","47-36-05.259N","122-17-00.628W","F Y","Night","","","","On floating breakwater.","Private Aid",""
"0","47.60408","-122.282219722222","122.282219722222","12.1151245096722","0.643090294209634","0.643090294209634","13","18387","","North Leschi Breakwater Lights (5)","PA","47-36-14.688N","122-16-55.991W","F Y","Night","","","","On floating breakwater.","Private Aid",""
"0","47.8844444444444","-122.6125","122.6125","12.4307047364501","0.651242347303446","0.651242347303446","13","17731","","Hood Canal Mariculture Lighted Buoys (2)","PA","47-53-04.000N","122-36-45.000W","Fl Y 6s","Night","","","","Orange and white; spherical buoys.","Private Aid",""
"0","47.7612666666667","-122.397216666667","122.397216666667","12.2834056646195","0.655316014022909","0.655316014022909","13","16755","","Richmond Beach Research Lighted Buoy","PA","47-45-40.560N","122-23-49.980W","Fl Y 4s","Both","","","","Yellow.","Private Aid",""
"0","47.9166666666667","-122.69","122.69","12.4724935211246","0.660707292016496","0.660707292016496","13","17715","","Meydenbauer Yacht Club Mooring Pier Light","PA","47-55-00.000N","122-41-24.000W","F Y","Night","","","","Floating moorage.","Private Aid",""
"0","47.9219444444444","-122.685555555556","122.685555555556","12.4771513567401","0.666827900675154","0.666827900675154","13","17714","","Port Ludlow Marina Lights (3)","PA","47-55-19.000N","122-41-08.000W","F Y","Night","","","","On floating pier.","Private Aid",""
"0","47.9073333333333","-122.627","122.627","12.4552190856348","0.668223953269992","0.668223953269992","13","17728","","Hood Canal Research Lighted Buoy C","PA","47-54-26.400N","122-37-37.200W","Fl (5)Y 20s","Both","","","","Yellow research buoy.","Private Aid",""
